Season,TeamA,TeamAState,TeamB,TeamBState,HomeScore,VisitorScore,Margin,Distance
10/20/2012,Central Michigan,Michigan,Ball State,Indiana,30,41,-11,324.9
10/20/2012,Massachusetts,Massachusetts,Bowling Green,Kentucky,0,24,-24,907.7
10/20/2012,Akron,Ohio,Northern Illinois,Illinois,7,37,-30,412.1
10/20/2012,Kentucky,Kentucky,Georgia,Georgia,24,29,-5,519.4
10/20/2012,Virginia,Virginia,Wake Forest,North Carolina,10,16,-6,154.9
10/20/2012,Duke,North Carolina,North Carolina,North Carolina,33,30,3,100
10/20/2012,Maryland,Maryland,No Carolina State,North Carolina,18,20,-2,314.4
10/20/2012,Toledo,Ohio,Cincinnati,Ohio,29,23,6,100
10/20/2012,Georgia Tech,Georgia,Boston College,Massachusetts,37,17,20,1121.4
10/20/2012,Temple,Pennsylvania,Rutgers,New Jersey,10,35,-25,233.2
10/20/2012,Air Force,Colorado,New Mexico,New Mexico,28,23,5,406.7
10/20/2012,Texas-San Antonio,Texas,San Jose State,California,24,52,-28,1407.8
10/20/2012,Utah State,Utah,New Mexico State,New Mexico,41,7,34,602.1
10/20/2012,Clemson,South Carolina,Virginia Tech,Virginia,38,17,21,339.9
10/20/2012,Boise State,Montana,Nevada-Las Vegas,Nevada,32,7,25,890.8
10/20/2012,Notre Dame,Indiana,Brigham Young,Utah,17,14,3,1571.4
10/20/2012,Tennessee,Tennessee,Alabama,Alabama,13,44,-31,258
10/20/2012,California,California,Stanford,California,3,21,-18,100
10/20/2012,Arizona,Arizona,Washington,Washington,52,17,35,1441.1
10/20/2012,Ohio State,Ohio,Purdue,Indiana,29,22,7,240.7
10/20/2012,Michigan,Michigan,Michigan State,Michigan,12,10,2,100
10/20/2012,Navy,Maryland,Indiana,Indiana,31,30,1,616.3
10/20/2012,Texas Christian,Texas,Texas Tech,Texas,53,56,-3,100
10/20/2012,Southern Cal,California,Colorado,Colorado,50,6,44,1174
10/20/2012,Miami-Florida,Florida,Florida State,Florida,20,33,-13,100
10/20/2012,Oregon State,Oregon,Utah,Utah,21,7,14,783.3
10/20/2012,West Virginia,West Virginia,Kansas State,Kansas,14,55,-41,1074
10/20/2012,Texas A+M,Texas,Louisiana State,Louisiana,19,24,-5,570.2
10/20/2012,Florida,Florida,South Carolina,South Carolina,44,11,33,497.6
10/20/2012,Vanderbilt,Tennessee,Auburn,Alabama,17,13,4,258
10/20/2012,Kent State,Ohio,Western Michigan,Michigan,41,24,17,367
10/20/2012,Southern Miss,Mississippi,Marshall,Tennessee,24,59,-35,346.7
10/20/2012,Memphis,Tennessee,U-C-F,Florida,17,35,-18,718.2
10/20/2012,Louisville,Kentucky,South Florida,Florida,27,25,2,861.1
10/20/2012,Louisiana Tech,Louisiana,Idaho,Idaho,70,28,42,1974.5
10/20/2012,Oklahoma State,Oklahoma,Iowa State,Iowa,31,10,21,632.1
10/20/2012,Oklahoma,Oklahoma,Kansas,Kansas,52,7,45,357
10/20/2012,Texas,Texas,Baylor,Texas,56,50,6,100
10/20/2012,Buffalo,New York,Pittsburgh,Pennsylvania,6,20,-14,200.5
10/20/2012,U-A-B,Alabama,East Carolina,North Carolina,35,42,-7,584.9
10/20/2012,Iowa,Iowa,Penn State,Pennsylvania,14,38,-24,910.7
10/20/2012,Tulsa,Oklahoma,Rice,Texas,28,24,4,341.4
10/20/2012,UTEP,Texas,Tulane,Louisiana,24,20,4,570.2
10/20/2012,Fresno State,California,Wyoming,Wyoming,42,14,28,1161.4
10/20/2012,Nevada-Reno,Nevada,San Diego State,California,38,39,-1,556.6
10/20/2012,Western Kentucky,Kentucky,UL-Monroe,Louisiana,42,43,-1,825.2
10/20/2012,Mississippi State,Mississippi,Middle Tennessee,Tennessee,45,3,42,346.7
10/20/2012,Troy,Alabama,Florida Intl,Florida,38,37,1,547
10/20/2012,South Alabama,Alabama,Florida Atlantic,Florida,37,34,3,547
10/19/2012,Syracuse,New York,Connecticut,Connecticut,40,10,30,100.1
10/18/2012,Arizona State,Arizona,Oregon,Oregon,21,43,-22,1218.1
10/18/2012,S-M-U,Texas,Houston,Texas,72,42,30,100
10/16/2012,North Texas,Texas,UL-Lafayette,Louisiana,30,23,7,570.2
10/13/2012,Oklahoma,Oklahoma,Texas,Texas,63,21,42,341.4
10/13/2012,Michigan State,Michigan,Iowa,Iowa,16,19,-3,582.9
10/13/2012,Miami-Florida,Florida,North Carolina,North Carolina,14,18,-4,656.8
10/13/2012,Bowling Green,Kentucky,Miami-Ohio,Ohio,37,12,25,248.9
10/13/2012,Army,New York,Kent State,Ohio,17,31,-14,535.3
10/13/2012,Ohio,Ohio,Akron,Ohio,34,28,6,100
10/13/2012,Eastern Michigan,Michigan,Toledo,Ohio,47,52,-5,367
10/13/2012,Virginia,Virginia,Maryland,Maryland,20,27,-7,216.9
10/13/2012,Virginia Tech,Virginia,Duke,North Carolina,41,20,21,154.9
10/13/2012,Purdue,Indiana,Wisconsin,Wisconsin,14,38,-24,342.8
10/13/2012,Minnesota,Minnesota,Northwestern,Illinois,13,21,-8,624.4
10/13/2012,Rutgers,New Jersey,Syracuse,New York,23,15,8,100
10/13/2012,Florida State,Florida,Boston College,Massachusetts,51,7,44,1349.3
10/13/2012,Connecticut,Connecticut,Temple,Pennsylvania,14,17,-3,260
10/13/2012,Pittsburgh,Pennsylvania,Louisville,Kentucky,35,45,-10,554.1
10/13/2012,East Carolina,North Carolina,Memphis,Tennessee,41,7,34,554.2
10/13/2012,Vanderbilt,Tennessee,Florida,Florida,17,31,-14,718.2
10/13/2012,Wyoming,Wyoming,Air Force,Colorado,27,28,-1,394.5
10/13/2012,Ball State,Indiana,Western Michigan,Michigan,30,24,6,324.9
10/13/2012,Northern Illinois,Illinois,Buffalo,New York,45,3,42,917.6
10/13/2012,Texas State,Texas,Idaho,Idaho,38,7,31,1435.7
10/13/2012,Iowa State,Iowa,Kansas State,Kansas,21,27,-6,465
10/13/2012,Mississippi,Mississippi,Auburn,Alabama,41,20,21,157.9
10/13/2012,Houston,Texas,U-A-B,Alabama,39,17,22,829.8
10/13/2012,Michigan,Michigan,Illinois,Illinois,45,0,45,409.6
10/13/2012,Boise State,Montana,Fresno State,California,20,10,10,1257.6
10/13/2012,Washington,Washington,Southern Cal,California,14,24,-10,954.6
10/13/2012,Brigham Young,Utah,Oregon State,Oregon,24,42,-18,783.3
10/13/2012,Missouri,Missouri,Alabama,Alabama,10,42,-32,595.4
10/13/2012,Notre Dame,Indiana,Stanford,California,20,13,7,2084.2
10/13/2012,San Jose State,California,Utah State,Utah,27,49,-22,793.2
10/13/2012,Arkansas,Arkansas,Kentucky,Kentucky,49,7,42,547.2
10/13/2012,Mississippi State,Mississippi,Tennessee,Tennessee,41,31,10,346.7
10/13/2012,Louisiana State,Louisiana,South Carolina,South Carolina,23,21,2,766.3
10/13/2012,Washington State,Washington,California,California,17,31,-14,954.6
10/13/2012,Texas Tech,Texas,West Virginia,West Virginia,49,14,35,1360.7
10/13/2012,Baylor,Texas,Texas Christian,Texas,21,49,-28,100
10/13/2012,U-C-F,Florida,Southern Miss,Mississippi,38,31,7,730.6
10/13/2012,Kansas,Kansas,Oklahoma State,Oklahoma,14,20,-6,357
10/13/2012,Indiana,Indiana,Ohio State,Ohio,49,52,-3,240.7
10/13/2012,Tulane,Louisiana,S-M-U,Texas,27,26,1,570.2
10/13/2012,Rice,Texas,Texas-San Antonio,Texas,34,14,20,100
10/13/2012,Nevada-Las Vegas,Nevada,Nevada-Reno,Nevada,37,42,-5,100
10/13/2012,San Diego State,California,Colorado State,Colorado,38,14,24,1174
10/13/2012,U.C.L.A.,California,Utah,Utah,21,14,7,793.2
10/13/2012,Hawaii,Hawaii,New Mexico,New Mexico,23,35,-12,3181
10/13/2012,UL-Monroe,Louisiana,Florida Atlantic,Florida,35,14,21,835.9
10/13/2012,Arkansas State,Arkansas,South Alabama,Alabama,36,29,7,430.6
10/13/2012,Florida Intl,Florida,Middle Tennessee,Tennessee,30,34,-4,718.2
10/13/2012,Louisiana Tech,Louisiana,Texas A+M,Texas,57,59,-2,570.2
10/13/2012,Cincinnati,Ohio,Fordham,New York,49,17,32,535.3
10/12/2012,Central Michigan,Michigan,Navy,Maryland,13,31,-18,740.1
10/11/2012,Colorado,Colorado,Arizona State,Arizona,17,51,-34,836
10/11/2012,Tulsa,Oklahoma,UTEP,Texas,33,11,22,341.4
10/11/2012,Troy,Alabama,Western Kentucky,Kentucky,26,31,-5,499.6
10/6/2012,Air Force,Colorado,Navy,Maryland,21,28,-7,1738.8
10/6/2012,Indiana,Indiana,Michigan State,Michigan,27,31,-4,324.9
10/6/2012,Ball State,Indiana,Northern Illinois,Illinois,23,35,-12,206.4
10/6/2012,Army,New York,Boston College,Massachusetts,34,31,3,203.2
10/6/2012,Akron,Ohio,Bowling Green,Kentucky,10,24,-14,248.9
10/6/2012,Cincinnati,Ohio,Miami-Ohio,Ohio,52,14,38,100
10/6/2012,Clemson,South Carolina,Georgia Tech,Georgia,47,31,16,183.9
10/6/2012,Duke,North Carolina,Virginia,Virginia,42,17,25,154.9
10/6/2012,Temple,Pennsylvania,South Florida,Florida,37,28,9,1126.5
10/6/2012,Penn State,Pennsylvania,Northwestern,Illinois,39,28,11,737.4
10/6/2012,Eastern Michigan,Michigan,Kent State,Ohio,14,41,-27,367
10/6/2012,Rutgers,New Jersey,Connecticut,Connecticut,19,3,16,166.7
10/6/2012,No Carolina State,North Carolina,Florida State,Florida,17,16,1,656.8
10/6/2012,Western Michigan,Michigan,Massachusetts,Massachusetts,52,14,38,864.7
10/6/2012,Missouri,Missouri,Vanderbilt,Tennessee,15,19,-4,479.2
10/6/2012,Mississippi,Mississippi,Texas A+M,Texas,27,30,-3,673.3
10/6/2012,North Carolina,North Carolina,Virginia Tech,Virginia,48,34,14,154.9
10/6/2012,Oregon,Oregon,Washington,Washington,52,21,31,359
10/6/2012,South Carolina,South Carolina,Georgia,Georgia,35,7,28,183.9
10/6/2012,Texas,Texas,West Virginia,West Virginia,45,48,-3,1360.7
10/6/2012,Texas Christian,Texas,Iowa State,Iowa,23,37,-14,915.8
10/6/2012,Wisconsin,Wisconsin,Illinois,Illinois,31,14,17,260.3
10/6/2012,Kansas State,Kansas,Kansas,Kansas,56,16,40,100
10/6/2012,California,California,U.C.L.A.,California,43,17,26,100
10/6/2012,Auburn,Alabama,Arkansas,Arkansas,7,24,-17,431.5
10/6/2012,Purdue,Indiana,Michigan,Michigan,13,44,-31,324.9
10/6/2012,Nevada-Reno,Nevada,Wyoming,Wyoming,35,28,7,767.9
10/6/2012,Idaho,Idaho,New Mexico State,New Mexico,26,18,8,1019.4
10/6/2012,Stanford,California,Arizona,Arizona,54,48,6,398
10/6/2012,Texas Tech,Texas,Oklahoma,Oklahoma,20,41,-21,330.7
10/6/2012,Toledo,Ohio,Central Michigan,Michigan,50,35,15,367
10/6/2012,Southern Miss,Mississippi,Boise State,Idaho,14,40,-26,2098.2
10/6/2012,Memphis,Tennessee,Rice,Texas,14,10,4,916.9
10/6/2012,Maryland,Maryland,Wake Forest,North Carolina,19,14,5,314.4
10/6/2012,Kentucky,Kentucky,Mississippi State,Mississippi,14,27,-13,593.8
10/6/2012,Oregon State,Oregon,Washington State,Washington,19,6,13,359
10/6/2012,Louisiana Tech,Louisiana,Nevada-Las Vegas,Nevada,58,31,27,1824.7
10/6/2012,Marshall,Tennessee,Tulsa,Oklahoma,38,45,-7,711.8
10/6/2012,Notre Dame,Indiana,Miami-Florida,Florida,41,3,38,1183.7
10/6/2012,Ohio,Ohio,Buffalo,New York,38,31,7,535.3
10/6/2012,Ohio State,Ohio,Nebraska,Nebraska,63,38,25,1010.1
10/6/2012,San Diego State,California,Hawaii,Hawaii,52,14,38,2467
10/6/2012,Colorado State,Colorado,Fresno State,California,7,28,-21,1174
10/6/2012,Florida,Florida,Louisiana State,Louisiana,14,6,8,835.9
10/6/2012,New Mexico,New Mexico,Texas State,Texas,35,14,21,449.2
10/6/2012,UTEP,Texas,S-M-U,Texas,0,17,-17,100
10/6/2012,UL-Lafayette,Louisiana,Tulane,Louisiana,41,13,28,100
10/6/2012,Middle Tennessee,Tennessee,UL-Monroe,Louisiana,17,31,-14,577.7
10/6/2012,Houston,Texas,North Texas,Texas,44,21,23,100
10/6/2012,U-A-B,Alabama,S E Louisiana,Louisiana,52,3,49,389.3
10/5/2012,Syracuse,New York,Pittsburgh,Pennsylvania,14,13,1,200.5
10/5/2012,Brigham Young,Utah,Utah State,Utah,6,3,3,100
10/4/2012,U-C-F,Florida,East Carolina,North Carolina,40,20,20,656.8
10/4/2012,Utah,Utah,Southern Cal,California,28,38,-10,793.2
10/4/2012,Florida Intl,Florida,Arkansas State,Arkansas,20,34,-14,991.7
9/29/2012,Virginia Tech,Virginia,Cincinnati,Ohio,24,27,-3,448.5
9/29/2012,Connecticut,Connecticut,Buffalo,New York,24,17,7,100.1
9/29/2012,Illinois,Illinois,Penn State,Pennsylvania,7,35,-28,737.4
9/29/2012,Iowa,Iowa,Minnesota,Minnesota,31,13,18,403.6
9/29/2012,Iowa State,Iowa,Texas Tech,Texas,13,24,-11,915.8
9/29/2012,Boston College,Massachusetts,Clemson,South Carolina,31,45,-14,926
9/29/2012,Virginia,Virginia,Louisiana Tech,Louisiana,38,44,-6,1017.4
9/29/2012,Massachusetts,Massachusetts,Ohio,Ohio,34,37,-3,738.3
9/29/2012,Kent State,Ohio,Ball State,Indiana,45,43,2,240.7
9/29/2012,North Carolina,North Carolina,Idaho,Idaho,66,0,66,2428.7
9/29/2012,Northwestern,Illinois,Indiana,Indiana,44,29,15,206.4
9/29/2012,Purdue,Indiana,Marshall,Tennessee,51,41,10,389.1
9/29/2012,Wake Forest,North Carolina,Duke,North Carolina,27,34,-7,100
9/29/2012,Kentucky,Kentucky,South Carolina,South Carolina,17,38,-21,426.6
9/29/2012,Air Force,Colorado,Colorado State,Colorado,42,21,21,100
9/29/2012,S-M-U,Texas,Texas Christian,Texas,16,24,-8,100
9/29/2012,Northern Illinois,Illinois,Central Michigan,Michigan,55,24,31,409.6
9/29/2012,Colorado,Colorado,U.C.L.A.,California,14,42,-28,1174
9/29/2012,Navy,Maryland,San Jose State,California,0,12,-12,2780.6
9/29/2012,Washington State,Washington,Oregon,Oregon,26,51,-25,359
9/29/2012,Oklahoma State,Oklahoma,Texas,Texas,36,41,-5,341.4
9/29/2012,Texas A+M,Texas,Arkansas,Arkansas,58,10,48,584.1
9/29/2012,West Virginia,West Virginia,Baylor,Texas,70,63,7,1360.7
9/29/2012,Michigan State,Michigan,Ohio State,Ohio,16,17,-1,367
9/29/2012,Georgia,Georgia,Tennessee,Tennessee,51,44,7,376.4
9/29/2012,California,California,Arizona State,Arizona,17,27,-10,398
9/29/2012,Arizona,Arizona,Oregon State,Oregon,35,38,-3,1218.1
9/29/2012,Alabama,Alabama,Mississippi,Mississippi,33,14,19,157.9
9/29/2012,Akron,Ohio,Miami-Ohio,Ohio,49,56,-7,100
9/29/2012,U-C-F,Florida,Missouri,Missouri,16,21,-5,1160.8
9/29/2012,East Carolina,North Carolina,UTEP,Texas,28,18,10,1388.1
9/29/2012,Miami-Florida,Florida,No Carolina State,North Carolina,44,37,7,656.8
9/29/2012,South Florida,Florida,Florida State,Florida,17,30,-13,100
9/29/2012,Western Michigan,Michigan,Toledo,Ohio,17,37,-20,367
9/29/2012,Texas State,Texas,Nevada-Reno,Nevada,21,34,-13,1329
9/29/2012,Southern Miss,Mississippi,Louisville,Kentucky,17,21,-4,593.6
9/29/2012,New Mexico State,New Mexico,Texas-San Antonio,Texas,14,35,-21,449.2
9/29/2012,Nebraska,Nebraska,Wisconsin,Wisconsin,30,27,3,747.1
9/29/2012,U-A-B,Alabama,Tulsa,Oklahoma,42,49,-7,727.7
9/29/2012,Utah State,Utah,Nevada-Las Vegas,Nevada,35,13,22,476.7
9/29/2012,Rice,Texas,Houston,Texas,14,35,-21,100
9/29/2012,New Mexico,New Mexico,Boise State,Idaho,29,32,-3,1018.7
9/29/2012,Fresno State,California,San Diego State,California,52,40,12,100
9/29/2012,Arkansas State,Arkansas,Western Kentucky,Kentucky,13,26,-13,547.2
9/29/2012,South Alabama,Alabama,Troy,Alabama,10,31,-21,100
9/29/2012,UL-Lafayette,Louisiana,Florida Intl,Florida,48,20,28,835.9
9/29/2012,Florida Atlantic,Florida,North Texas,Texas,14,20,-6,1366
9/29/2012,Georgia Tech,Georgia,Middle Tennessee,Tennessee,28,49,-21,376.4
9/29/2012,Tulane,Louisiana,UL-Monroe,Louisiana,10,63,-53,100
9/29/2012,Army,New York,Stony Brook,New York,3,23,-20,100
9/29/2012,Bowling Green,Kentucky,Rhode Island,Rhode Island,48,8,40,873.8
9/29/2012,Louisiana State,Louisiana,Towson,Maryland,38,22,16,1194
9/28/2012,Brigham Young,Utah,Hawaii,Hawaii,47,0,47,2950
9/27/2012,Washington,Washington,Stanford,California,17,13,4,954.6
9/22/2012,Wake Forest,North Carolina,Army,New York,49,37,12,426
9/22/2012,Florida State,Florida,Clemson,South Carolina,49,37,12,497.6
9/22/2012,Ball State,Indiana,South Florida,Florida,31,27,4,1183.7
9/22/2012,Duke,North Carolina,Memphis,Tennessee,38,14,24,554.2
9/22/2012,Michigan State,Michigan,Eastern Michigan,Michigan,23,7,16,100
9/22/2012,Virginia Tech,Virginia,Bowling Green,Kentucky,37,0,37,418.6
9/22/2012,Iowa,Iowa,Central Michigan,Michigan,31,32,-1,582.9
9/22/2012,Ohio State,Ohio,U-A-B,Alabama,29,15,14,704.4
9/22/2012,North Carolina,North Carolina,East Carolina,North Carolina,27,6,21,100
9/22/2012,Penn State,Pennsylvania,Temple,Pennsylvania,24,13,11,100
9/22/2012,West Virginia,West Virginia,Maryland,Maryland,31,21,10,329.2
9/22/2012,Wisconsin,Wisconsin,UTEP,Texas,37,26,11,1235.6
9/22/2012,Miami-Ohio,Ohio,Massachusetts,Massachusetts,27,16,11,738.3
9/22/2012,Georgia,Georgia,Vanderbilt,Tennessee,48,3,45,376.4
9/22/2012,Colorado State,Colorado,Utah State,Utah,19,31,-12,429
9/22/2012,Arkansas,Arkansas,Rutgers,New Jersey,26,35,-9,1183.5
9/22/2012,Tulsa,Oklahoma,Fresno State,California,27,26,1,1504.7
9/22/2012,Rice,Texas,Marshall,Tennessee,51,54,-3,916.9
9/22/2012,Northern Illinois,Illinois,Kansas,Kansas,30,23,7,611.1
9/22/2012,Oregon,Oregon,Arizona,Arizona,49,0,49,1218.1
9/22/2012,U.C.L.A.,California,Oregon State,Oregon,20,27,-7,667
9/22/2012,Texas Christian,Texas,Virginia,Virginia,27,7,20,1402.8
9/22/2012,Southern Cal,California,California,California,27,9,18,100
9/22/2012,Washington State,Washington,Colorado,Colorado,34,35,-1,1306.1
9/22/2012,Auburn,Alabama,Louisiana State,Louisiana,10,12,-2,389.3
9/22/2012,Georgia Tech,Georgia,Miami-Florida,Florida,36,42,-6,365.7
9/22/2012,Idaho,Idaho,Wyoming,Wyoming,37,40,-3,516.7
9/22/2012,Florida,Florida,Kentucky,Kentucky,38,0,38,861.1
9/22/2012,Western Michigan,Michigan,Connecticut,Connecticut,30,24,6,811.5
9/22/2012,South Carolina,South Carolina,Missouri,Missouri,31,10,21,866.5
9/22/2012,Notre Dame,Indiana,Michigan,Michigan,13,6,7,324.9
9/22/2012,Minnesota,Minnesota,Syracuse,New York,17,10,7,1360.4
9/22/2012,Oklahoma,Oklahoma,Kansas State,Kansas,19,24,-5,357
9/22/2012,New Mexico State,New Mexico,New Mexico,New Mexico,14,27,-13,100
9/22/2012,Tennessee,Tennessee,Akron,Ohio,47,26,21,479.8
9/22/2012,Tulane,Louisiana,Mississippi,Mississippi,0,39,-39,232.6
9/22/2012,Illinois,Illinois,Louisiana Tech,Louisiana,24,52,-28,831.2
9/22/2012,Arizona State,Arizona,Utah,Utah,37,7,30,571.3
9/22/2012,San Diego State,California,San Jose State,California,34,38,-4,100
9/22/2012,Nevada-Las Vegas,Nevada,Air Force,Colorado,38,35,3,802.7
9/22/2012,Hawaii,Hawaii,Nevada-Reno,Nevada,24,69,-45,2666
9/22/2012,Alabama,Alabama,Florida Atlantic,Florida,40,7,33,547
9/22/2012,Western Kentucky,Kentucky,Southern Miss,Mississippi,42,17,25,593.8
9/22/2012,North Texas,Texas,Troy,Alabama,7,14,-7,829.8
9/22/2012,Florida Intl,Florida,Louisville,Kentucky,21,28,-7,861.1
9/22/2012,Mississippi State,Mississippi,South Alabama,Alabama,30,10,20,157.9
9/22/2012,Northwestern,Illinois,South Dakota,South Dakota,38,7,31,715.3
9/22/2012,Ohio,Ohio,Norfolk State,Virginia,44,10,34,448.5
9/22/2012,Nebraska,Nebraska,Idaho State,Idaho,73,7,66,1017.7
9/22/2012,Texas A+M,Texas,So Carolina State,South Carolina,70,14,56,1206.5
9/22/2012,Texas State,Texas,Stephen F Austin,Texas,41,37,4,100
9/22/2012,Navy,Maryland,Virginia Military,Virginia,41,3,38,216.9
9/22/2012,Pittsburgh,Pennsylvania,Gardner-Webb,North Carolina,55,10,45,497.9
9/22/2012,No Carolina State,North Carolina,The Citadel,South Carolina,52,14,38,183
9/22/2012,Arkansas State,Arkansas,Alcorn State,Mississippi,56,0,56,321.9
9/22/2012,Toledo,Ohio,Coastal Carolina,South Carolina,38,28,10,573.1
9/22/2012,Texas-San Antonio,Texas,NW Oklahoma,Oklahoma,56,3,53,330.7
9/21/2012,UL-Monroe,Louisiana,Baylor,Texas,42,47,-5,570.2
9/20/2012,Boise State,Montana,Brigham Young,Utah,7,6,1,714.2
9/19/2012,Buffalo,New York,Kent State,Ohio,7,23,-16,535.3
9/15/2012,Penn State,Pennsylvania,Navy,Maryland,34,7,27,197.8
9/15/2012,Michigan,Michigan,Massachusetts,Massachusetts,63,13,50,864.7
9/15/2012,Northwestern,Illinois,Boston College,Massachusetts,22,13,9,1098.8
9/15/2012,Purdue,Indiana,Eastern Michigan,Michigan,54,16,38,324.9
9/15/2012,Army,New York,Northern Illinois,Illinois,40,41,-1,917.6
9/15/2012,Florida State,Florida,Wake Forest,North Carolina,52,0,52,656.8
9/15/2012,Maryland,Maryland,Connecticut,Connecticut,21,24,-3,302.5
9/15/2012,S-M-U,Texas,Texas A+M,Texas,3,48,-45,100
9/15/2012,Pittsburgh,Pennsylvania,Virginia Tech,Virginia,35,17,18,376.3
9/15/2012,Stanford,California,Southern Cal,California,21,14,7,100
9/15/2012,Southern Miss,Mississippi,East Carolina,North Carolina,14,24,-10,715.9
9/15/2012,Ohio State,Ohio,California,California,35,28,7,2405.5
9/15/2012,Mississippi,Mississippi,Texas,Texas,31,66,-35,673.3
9/15/2012,Missouri,Missouri,Arizona State,Arizona,24,20,4,1274.6
9/15/2012,Utah,Utah,Brigham Young,Utah,24,21,3,100
9/15/2012,Louisville,Kentucky,North Carolina,North Carolina,39,34,5,470.3
9/15/2012,Georgia Tech,Georgia,Virginia,Virginia,56,20,36,510.9
9/15/2012,Arkansas,Arkansas,Alabama,Alabama,0,52,-52,430.6
9/15/2012,Boise State,Montana,Miami-Ohio,Ohio,39,12,27,1640.6
9/15/2012,Kansas,Kansas,Texas Christian,Texas,6,20,-14,640.8
9/15/2012,Louisiana Tech,Louisiana,Rice,Texas,56,37,19,570.2
9/15/2012,Minnesota,Minnesota,Western Michigan,Michigan,28,23,5,701.3
9/15/2012,Toledo,Ohio,Bowling Green,Kentucky,27,15,12,248.9
9/15/2012,South Carolina,South Carolina,U-A-B,Alabama,49,6,43,399
9/15/2012,Marshall,Tennessee,Ohio,Ohio,24,27,-3,479.8
9/15/2012,Texas Tech,Texas,New Mexico,New Mexico,49,14,35,449.2
9/15/2012,Tennessee,Tennessee,Florida,Florida,20,37,-17,718.2
9/15/2012,San Jose State,California,Colorado State,Colorado,40,20,20,1174
9/15/2012,Wisconsin,Wisconsin,Utah State,Utah,16,14,2,1487.5
9/15/2012,Louisiana State,Louisiana,Idaho,Idaho,63,14,49,1974.5
9/15/2012,Michigan State,Michigan,Notre Dame,Indiana,3,20,-17,324.9
9/15/2012,Indiana,Indiana,Ball State,Indiana,39,41,-2,100
9/15/2012,Fresno State,California,Colorado,Colorado,69,14,55,1174
9/15/2012,UTEP,Texas,New Mexico State,New Mexico,41,28,13,449.2
9/15/2012,U.C.L.A.,California,Houston,Texas,37,6,31,1407.8
9/15/2012,Georgia,Georgia,Florida Atlantic,Florida,56,20,36,365.7
9/15/2012,Nebraska,Nebraska,Arkansas State,Arkansas,42,13,29,749.2
9/15/2012,No Carolina State,North Carolina,South Alabama,Alabama,31,7,24,584.9
9/15/2012,U-C-F,Florida,Florida Intl,Florida,33,20,13,100
9/15/2012,Kansas State,Kansas,North Texas,Texas,65,24,41,640.8
9/15/2012,Oklahoma State,Oklahoma,UL-Lafayette,Louisiana,35,21,14,468.1
9/15/2012,Memphis,Tennessee,Middle Tennessee,Tennessee,30,48,-18,100
9/15/2012,Kentucky,Kentucky,Western Kentucky,Kentucky,31,32,-1,100
9/15/2012,Troy,Alabama,Mississippi State,Mississippi,24,30,-6,157.9
9/15/2012,Auburn,Alabama,UL-Monroe,Louisiana,31,28,3,389.3
9/15/2012,Illinois,Illinois,Charleston Southern,South Carolina,44,0,44,831.7
9/15/2012,Miami-Florida,Florida,Bethune-Cookman,Florida,38,10,28,100
9/15/2012,Iowa State,Iowa,Western Illinois,Illinois,37,3,34,259.9
9/15/2012,Vanderbilt,Tennessee,Presbyterian,South Carolina,58,0,58,428.2
9/15/2012,Baylor,Texas,Sam Houston State,Texas,48,23,25,100
9/15/2012,Georgia State,Georgia,Texas-San Antonio,Texas,14,38,-24,1158.4
9/15/2012,Oregon,Oregon,Tennessee Tech,Tennessee,63,14,49,2256.9
9/15/2012,Clemson,South Carolina,Furman,South Carolina,41,7,34,100
9/15/2012,James Madison,Virginia,West Virginia,West Virginia,12,42,-30,236.2
9/15/2012,Iowa,Iowa,Northern Iowa,Iowa,27,16,11,100
9/15/2012,Akron,Ohio,Morgan State,Maryland,66,6,60,460.4
9/15/2012,Nevada-Reno,Nevada,Northwestern St(LA),Louisiana,45,34,11,1826.7
9/15/2012,Syracuse,New York,Stony Brook,New York,28,17,11,100
